dwc:recordNumber,dwc:genus,species,dwc:scientificName,Day,Month,Year,Day.of.the.Year
REDD-SUA-MIOMBOWOODLAND-1849,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1827,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1896,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1870,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1885,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1850,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1817,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-2011,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1802,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1776,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1792,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1811,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1895,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1928,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1962,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1787,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1833,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1844,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1824,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1784,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1808,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1847,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1879,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1926,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1892,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1813,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1922,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1999,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1877,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1944,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1766,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1884,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1804,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1819,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1864,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1851,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1853,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1780,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1810,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1821,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1893,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1805,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1842,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1901,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1860,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1812,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1736,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1765,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1761,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1872,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1990,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1782,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1788,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1861,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1835,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1783,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1803,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1796,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1734,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1920,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1786,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1750,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1730,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1778,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1820,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1854,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1749,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1942,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1720,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1791,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1868,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1831,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1753,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1754,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1898,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1809,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1708,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1828,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1794,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1880,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1815,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1758,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1790,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1838,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1779,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1798,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1696,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1843,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1772,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1845,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1738,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1777,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1767,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1731,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1665,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1917,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1773,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1747,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1759,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1746,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1721,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1826,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1737,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1713,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1724,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1822,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1823,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1785,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1891,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1878,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1748,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1762,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1702,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1755,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1685,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1806,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1684,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1818,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1691,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1699,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1695,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1757,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1719,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1729,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1865,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1763,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1795,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1733,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1726,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1858,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1712,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1744,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1801,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1800,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1793,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1743,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1857,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1677,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1837,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1789,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1634,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1723,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1769,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1679,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1774,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1770,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1663,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1775,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1727,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1732,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1681,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1662,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1670,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1661,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1728,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1709,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1700,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1655,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1693,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1716,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1717,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1667,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1686,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1830,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1711,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1668,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1807,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1615,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1648,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1768,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1797,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1671,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1680,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1625,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1646,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1649,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1739,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1742,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1688,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1756,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1660,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1638,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1698,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1701,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1745,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1669,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1654,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1781,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1628,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1588,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1706,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1622,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1570,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1605,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1626,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1741,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1714,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1650,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1657,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1715,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1718,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1614,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1627,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1629,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1771,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1645,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1607,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1597,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1704,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1582,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1613,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1535,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1705,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1692,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1595,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1608,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1694,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1643,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1689,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1725,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1752,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1710,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1682,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1619,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1624,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1690,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1600,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1740,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1610,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1618,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1555,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1569,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1583,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1604,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1589,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1674,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1697,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1675,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1656,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1577,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1593,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1553,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1591,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1664,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1612,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1552,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1633,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1683,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1572,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1707,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1529,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1584,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1722,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1602,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1592,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1534,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1575,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1676,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1672,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1652,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1516,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1658,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1678,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1525,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1562,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1574,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1703,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1631,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1637,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1536,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1586,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1579,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1567,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1632,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1603,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1544,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1546,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1502,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1659,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1647,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1651,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1687,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1653,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1551,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1493,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1531,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1554,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1490,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1636,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1617,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1673,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1541,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1543,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1530,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1606,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1666,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1521,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1620,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1635,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1621,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1505,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1642,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1568,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1623,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1538,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1558,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1545,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1561,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1528,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1527,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1460,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1474,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1485,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1611,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1609,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1630,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1587,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1511,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1501,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1459,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1487,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1644,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1585,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1601,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1616,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1509,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1578,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1596,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1506,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1468,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1522,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1559,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1526,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1496,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1498,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1590,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1462,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1598,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1580,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1457,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1517,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1539,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1426,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1479,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1447,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1489,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1550,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1542,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1564,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1599,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1547,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1476,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1446,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1594,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1478,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1581,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1472,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1507,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1482,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1433,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1499,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1560,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1411,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1548,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1571,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1563,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1508,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1455,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1389,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1492,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1420,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1520,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1475,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1576,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1477,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1523,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1454,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1510,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1473,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1424,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1549,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1416,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1442,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1532,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1437,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1514,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1452,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1378,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1480,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1436,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1537,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1486,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1438,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1396,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1518,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1495,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1441,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1513,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1519,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1392,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1533,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1414,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1467,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1373,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1453,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1484,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1401,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1410,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1540,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1407,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1497,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1418,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1330,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1366,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1500,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1461,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1524,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1448,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1425,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1488,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1349,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1409,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1491,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1512,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1362,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1470,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1394,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1435,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1494,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1515,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1368,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1466,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1432,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1374,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1503,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-1348,,,,,,,1
